onset	duration	condition_code	target_code	trial_type
20.0627342	17.5383474	4	4	countdown
37.6010816	0.9628328	4	4	go_cue
57.2465165	17.5550432	1	1	countdown
74.8015597	0.963087	1	1	go_cue
93.9477012	17.5550241	3	2	countdown
111.5027253	0.9627933	3	2	go_cue
131.1482183	17.5380578	2	2	countdown
148.6862761	0.9634618	2	2	go_cue
165.8167002	17.521065	2	1	countdown
183.3377652	0.9797351	2	1	go_cue
200.5001568	17.4885508	3	1	countdown
217.9887076	0.962375	3	1	go_cue
237.6353712	17.5197095	4	4	countdown
255.1550807	0.9817165	4	4	go_cue
272.8178951	17.5382363	1	2	countdown
290.3561314	0.9801377	1	2	go_cue
307.5031279	17.5373265	2	4	countdown
325.0404544	0.9631924	2	4	go_cue
343.6866369	17.5717396	3	3	countdown
361.2583765	0.979407	3	3	go_cue
379.9219359	17.5206018	4	1	countdown
397.4425377	0.9626222	4	1	go_cue
417.087878	17.5212039	1	4	countdown
434.6090819	0.9638362	1	4	go_cue
