onset	duration	condition_code	target_code	trial_type
20.0472091	17.570745	2	4	countdown
37.6179541	0.9795867	2	4	go_cue
56.7640364	17.554942	3	4	countdown
74.3189784	0.9627458	3	4	go_cue
92.9644253	17.5548933	1	4	countdown
110.5193186	0.9631582	1	4	go_cue
127.665551	17.5716325	4	3	countdown
145.2371835	0.9795299	4	3	go_cue
162.9160287	17.5547078	1	3	countdown
180.4707365	0.9634179	1	3	go_cue
199.6172135	17.5549816	3	1	countdown
217.1721951	0.9795584	3	1	go_cue
235.8357665	17.5373023	4	3	countdown
253.3730688	0.9794342	4	3	go_cue
273.0350002	17.521947	2	2	countdown
290.5569472	0.9795856	2	2	go_cue
309.7203097	17.5371082	2	1	countdown
327.2574179	0.9800971	2	1	go_cue
346.3877148	17.5369672	1	4	countdown
363.924682	0.9637578	1	4	go_cue
383.0713641	17.5380246	3	1	countdown
400.6093887	0.963107	3	1	go_cue
420.2564963	17.5043275	4	2	countdown
437.7608238	0.9621896	4	2	go_cue
