onset	duration	condition_code	target_code	trial_type
20.0501082	17.3539868	4	2	countdown
37.404095	0.9644289	4	2	go_cue
57.06939	17.3048013	1	3	countdown
74.3741913	0.9644958	1	3	go_cue
91.5047211	17.303837	2	2	countdown
108.8085581	0.964432	2	2	go_cue
125.9550871	17.355131	3	3	countdown
143.3102181	0.9639071	3	3	go_cue
160.9730474	17.3549209	2	1	countdown
178.3279683	0.9641993	2	1	go_cue
197.4766701	17.3381368	4	2	countdown
214.8148069	0.9641974	4	2	go_cue
234.4798922	17.3386679	1	3	countdown
251.8185601	0.9641401	1	3	go_cue
269.9657395	17.3383192	3	2	countdown
287.3040587	0.964399	3	2	go_cue
305.9680823	17.3547454	2	3	countdown
323.3228277	0.9642132	2	3	go_cue
341.4705461	17.3717971	3	3	countdown
358.8423432	0.963785	3	3	go_cue
378.5070732	17.3884518	1	1	countdown
395.895525	0.9646136	1	1	go_cue
413.0418444	17.3216951	4	4	countdown
430.3635395	0.9646203	4	4	go_cue
