onset	duration	condition_code	target_code	trial_type
20.0771319	17.5649531	4	1	countdown
37.642085	0.9756307	4	1	go_cue
57.336618	17.565097	1	4	countdown
74.901715	0.9763347	1	4	go_cue
92.0576792	17.5437451	2	1	countdown
109.6014243	0.9766303	2	1	go_cue
128.2970701	17.564874	3	1	countdown
145.8619441	0.9760314	3	1	go_cue
163.5382041	17.5635734	3	2	countdown
181.1017775	0.9759883	3	2	go_cue
198.7967283	17.564449	1	4	countdown
216.3611773	0.9768437	1	4	go_cue
236.057312	17.564656	4	2	countdown
253.621968	0.9759638	4	2	go_cue
271.3165814	17.5647347	2	4	countdown
288.8813161	0.9763858	2	4	go_cue
308.5577847	17.5640464	2	3	countdown
326.1218311	0.9761276	2	3	go_cue
344.2777349	17.5636212	1	2	countdown
361.8413561	0.9765061	1	2	go_cue
379.0176338	17.5642209	4	3	countdown
396.5818547	0.9760929	4	3	go_cue
415.2583007	17.5638466	3	2	countdown
432.8221473	0.9758465	3	2	go_cue
