onset	duration	condition_code	target_code	trial_type
20.0570125	17.5633185	2	1	countdown
37.620331	0.9768414	2	1	go_cue
55.7965313	17.5448622	3	1	countdown
73.3413935	0.975727	3	1	go_cue
92.0359687	17.5647205	1	1	countdown
109.6006892	0.9764868	1	1	go_cue
128.7765755	17.5640587	4	1	countdown
146.3406342	0.9764096	4	1	go_cue
165.0358774	17.5648009	1	1	countdown
182.6006783	0.9762278	1	1	go_cue
199.7566456	17.5638302	2	3	countdown
217.3204758	0.9765004	2	3	go_cue
234.496334	17.5644327	3	2	countdown
252.0607667	0.9763339	3	2	go_cue
270.7370077	17.5640118	4	4	countdown
288.3010195	0.9757483	4	4	go_cue
305.9956811	17.5647436	1	3	countdown
323.5604247	0.9763179	1	3	go_cue
342.7360607	17.5445473	3	1	countdown
360.280608	0.9759172	3	1	go_cue
377.9758044	17.5651407	2	4	countdown
395.5409451	0.9757245	2	4	go_cue
413.7159919	17.5645355	4	1	countdown
431.2805274	0.9762279	4	1	go_cue
