onset	duration	condition_code	target_code	trial_type
20.0468027	17.5542802	1	1	countdown
37.6010829	0.9631808	1	1	go_cue
55.7310554	17.5541889	2	4	countdown
73.2852443	0.9795633	2	4	go_cue
91.4478131	17.5546076	3	4	countdown
109.0024207	0.979826	3	4	go_cue
127.6663093	17.5541716	4	2	countdown
145.2204809	0.9625884	4	2	go_cue
162.8671349	17.5536876	4	2	countdown
180.4208225	0.9633744	4	2	go_cue
200.0830103	17.5551434	1	1	countdown
217.6381537	0.9634144	1	1	go_cue
235.7841104	17.555223	3	3	countdown
253.3393334	0.9627199	3	3	go_cue
272.0011389	17.5548841	2	4	countdown
289.556023	0.963343	2	4	go_cue
309.2030703	17.5542128	2	2	countdown
326.7572831	0.9629267	2	2	go_cue
345.4038992	17.5538005	1	1	countdown
362.9576997	0.9635991	1	1	go_cue
382.1039085	17.5551928	3	4	countdown
399.6591013	0.9627415	3	4	go_cue
419.3057728	17.5542852	4	4	countdown
436.860058	0.9623816	4	4	go_cue
