onset	duration	condition_code	target_code	trial_type
20.0778668	17.5661829	4	2	countdown
37.6440497	0.97477	4	2	go_cue
55.3205208	17.5637246	3	4	countdown
72.8842454	0.9746421	3	4	go_cue
91.5773491	17.5659452	1	2	countdown
109.1432943	0.9755545	1	2	go_cue
127.8200072	17.5634622	2	2	countdown
145.3834694	0.97531	2	2	go_cue
164.077721	17.5663439	3	2	countdown
181.6440649	0.9746154	3	2	go_cue
200.3203171	17.563782	4	4	countdown
217.8840991	0.9746196	4	4	go_cue
237.5771738	17.5661277	2	2	countdown
255.1433015	0.9753371	2	2	go_cue
272.8200012	17.5633517	1	1	countdown
290.3833529	0.9753141	1	1	go_cue
310.0776481	17.5663483	4	1	countdown
327.6439964	0.9745773	4	1	go_cue
345.3201869	17.5637423	3	2	countdown
362.8839292	0.9745857	3	2	go_cue
381.5772444	17.5661078	1	3	countdown
399.1433522	0.9751838	1	3	go_cue
417.2998087	17.5633994	2	2	countdown
434.8632081	0.9753331	2	2	go_cue
