onset	duration	condition_code	target_code	trial_type
20.0573596	17.5437607	3	3	countdown
37.6011203	0.9758831	3	3	go_cue
56.2957331	17.5648845	2	3	countdown
73.8606176	0.9765299	2	3	go_cue
93.0167507	17.5640533	1	2	countdown
110.580804	0.9760372	1	2	go_cue
127.7560677	17.5457731	4	1	countdown
145.3018408	0.9749576	4	1	go_cue
162.9956419	17.5247447	1	1	countdown
180.5203866	0.9768777	1	1	go_cue
199.6766928	17.5637244	2	1	countdown
217.2404172	0.9765586	2	1	go_cue
234.4159762	17.5648175	4	2	countdown
251.9807937	0.9762059	4	2	go_cue
269.6572612	17.5641481	3	2	countdown
287.2214093	0.9754119	3	2	go_cue
306.9158334	17.5443863	2	4	countdown
324.4602197	0.9767185	2	4	go_cue
344.1560569	17.5447538	3	3	countdown
361.7008107	0.9761298	3	3	go_cue
380.377326	17.5437742	4	3	countdown
397.9211002	0.9757505	4	3	go_cue
415.6160439	17.5446808	1	3	countdown
433.1607247	0.9761715	1	3	go_cue
