onset	duration	condition_code	target_code	trial_type
20.0571205	17.5636835	1	4	countdown
37.620804	0.9762369	1	4	go_cue
54.7962683	17.5449476	3	2	countdown
72.3412159	0.9757001	3	2	go_cue
92.0356895	17.5656432	2	4	countdown
109.6013327	0.9759659	2	4	go_cue
127.7762209	17.5646761	4	3	countdown
145.340897	0.9760742	4	3	go_cue
164.0359112	17.5454614	1	3	countdown
181.5813726	0.975708	1	3	go_cue
199.7561417	17.5647506	3	2	countdown
217.3208923	0.9758395	3	2	go_cue
234.9974014	17.5636109	4	2	countdown
252.5610123	0.9759234	4	2	go_cue
271.2557077	17.5650406	2	4	countdown
288.8207483	0.9769283	2	4	go_cue
308.4967816	17.543436	2	4	countdown
326.0402176	0.9766765	2	4	go_cue
345.2162896	17.5643686	4	1	countdown
362.7806582	0.9763803	4	1	go_cue
382.4573028	17.5637517	3	2	countdown
400.0210545	0.9757944	3	2	go_cue
419.7158172	17.5648791	1	1	countdown
437.2806963	0.9761565	1	1	go_cue
