onset	duration	condition_code	target_code	trial_type
20.0751577	17.5641611	2	4	countdown
37.6393188	0.9770321	2	4	go_cue
56.795906	17.5633293	1	1	countdown
74.3592353	0.9772625	1	1	go_cue
92.5358215	17.5242271	4	3	countdown
110.0600486	0.976444	4	3	go_cue
127.7364224	17.4835826	3	2	countdown
145.220005	0.9765605	3	2	go_cue
163.9155295	17.5447145	1	2	countdown
181.460244	0.9764653	1	2	go_cue
201.1363859	17.523069	2	2	countdown
218.6594549	0.9772114	2	2	go_cue
237.3559803	17.5446169	3	2	countdown
254.9005972	0.9769446	3	2	go_cue
273.5767739	17.5038053	4	3	countdown
291.0805792	0.9761554	4	3	go_cue
310.7568094	17.5435448	3	2	countdown
328.3003542	0.9764873	3	2	go_cue
347.9959984	17.543573	1	2	countdown
365.5395714	0.9772139	1	2	go_cue
384.2367208	17.5233317	4	1	countdown
401.7600525	0.9768933	4	1	go_cue
421.4558121	17.5442783	2	1	countdown
439.0000904	0.9774088	2	1	go_cue
