onset	duration	condition_code	target_code	trial_type
20.0559216	17.5432324	2	2	countdown
37.599154	0.9775065	2	2	go_cue
56.7757503	17.5242185	3	1	countdown
74.2999688	0.9765427	3	1	go_cue
93.9764949	17.5632849	4	3	countdown
111.5397798	0.9768805	4	3	go_cue
129.2355544	17.5441119	1	2	countdown
146.7796663	0.9770918	1	2	go_cue
164.4759652	17.5641427	4	2	countdown
182.0401079	0.9766387	4	2	go_cue
199.7356604	17.5441002	1	1	countdown
217.2797606	0.9770054	1	1	go_cue
236.4566371	17.5637866	3	3	countdown
254.0204237	0.9763717	3	3	go_cue
272.7156529	17.5641989	2	3	countdown
290.2798518	0.9769235	2	3	go_cue
309.4563422	17.5641417	3	4	countdown
327.0204839	0.9764793	3	4	go_cue
345.7155602	17.5243789	1	2	countdown
363.2399391	0.977077	1	2	go_cue
380.9363439	17.5242241	4	4	countdown
398.460568	0.9764187	4	4	go_cue
417.1559594	17.5642863	2	4	countdown
434.7202457	0.9768823	2	4	go_cue
