onset	duration	condition_code	target_code	trial_type
20.0826239	17.2635219	4	1	countdown
37.3461458	0.9586749	4	1	go_cue
57.046329	17.2639446	2	2	countdown
74.3102736	0.9787131	2	2	go_cue
92.4879264	17.2633796	1	2	countdown
109.751306	0.978633	1	2	go_cue
128.4497229	17.2639188	3	2	countdown
145.7136417	0.9583931	3	2	go_cue
163.3891468	17.2637245	2	4	countdown
180.6528713	0.9788923	2	4	go_cue
200.3737381	17.2637526	3	1	countdown
217.6374907	0.9786987	3	1	go_cue
236.3363954	17.2631264	4	3	countdown
253.5995218	0.9585716	4	3	go_cue
271.2953665	17.2636519	1	3	countdown
288.5590184	0.9788764	1	3	go_cue
305.7542884	17.2638423	3	2	countdown
323.0181307	0.9783247	3	2	go_cue
340.7143625	17.2643372	4	2	countdown
357.9786997	0.9776002	4	2	go_cue
375.6735563	17.2640853	2	3	countdown
392.9376416	0.9787656	2	3	go_cue
412.1170858	17.2631873	1	1	countdown
429.3802731	0.9788551	1	1	go_cue
