onset	duration	condition_code	target_code	trial_type
20.0758811	17.5642696	1	1	countdown
37.6401507	0.9767126	1	1	go_cue
56.336027	17.5648604	4	3	countdown
73.9008874	0.9759795	4	3	go_cue
91.577145	17.5633585	3	4	countdown
109.1405035	0.9762997	3	4	go_cue
128.8358217	17.5644752	2	3	countdown
146.4002969	0.9765623	2	3	go_cue
164.5766206	17.5643253	3	2	countdown
182.1409459	0.9758383	3	2	go_cue
200.8359394	17.5643223	2	3	countdown
218.4002617	0.9765839	2	3	go_cue
237.5566381	17.5638151	1	1	countdown
255.1204532	0.9763629	1	1	go_cue
274.2965451	17.5644164	4	1	countdown
291.8609615	0.97598	4	1	go_cue
309.5370948	17.5639349	3	4	countdown
327.1010297	0.9758668	3	4	go_cue
344.7960456	17.5644415	2	2	countdown
362.3604871	0.9764368	2	2	go_cue
379.5167726	17.5637112	1	4	countdown
397.0804838	0.9763628	1	4	go_cue
416.2562859	17.6253398	4	3	countdown
433.8816257	0.9750434	4	3	go_cue
