onset	duration	condition_code	target_code	trial_type
20.0758165	17.5454742	3	3	countdown
37.6212907	0.9751443	3	3	go_cue
56.3150759	17.5449966	2	3	countdown
73.8600725	0.9763426	2	3	go_cue
92.016177	17.563399	1	1	countdown
109.579576	0.9772409	1	1	go_cue
126.7557119	17.5448033	4	1	countdown
144.3005152	0.9755059	4	1	go_cue
162.9762979	17.5643714	3	4	countdown
180.5406693	0.9760002	3	4	go_cue
198.2349123	17.5649261	1	2	countdown
215.7998384	0.9763989	1	2	go_cue
234.9558781	17.5637389	2	1	countdown
252.519617	0.9765206	2	1	go_cue
271.6951986	17.5243883	4	1	countdown
289.2195869	0.9765397	4	1	go_cue
306.9149213	17.5643654	1	3	countdown
324.4792867	0.9767751	1	3	go_cue
343.6551462	17.5442916	4	4	countdown
361.1994378	0.9766977	4	4	go_cue
380.8950174	17.5441498	2	4	countdown
398.4391672	0.9770278	2	4	go_cue
416.6150616	17.5648802	3	4	countdown
434.1799418	0.9762002	3	4	go_cue
