onset	duration	condition_code	target_code	trial_type
20.046833	17.5538366	3	3	countdown
37.6006696	0.9629474	3	3	go_cue
57.2627147	17.5722061	1	3	countdown
74.8349208	0.9629144	1	3	go_cue
93.4648451	17.5372422	2	4	countdown
111.0020873	0.9629476	2	4	go_cue
128.1312935	17.5549923	4	1	countdown
145.6862858	0.9797634	4	1	go_cue
163.3816733	17.5384412	1	1	countdown
180.9201145	0.9631589	1	1	go_cue
198.049457	17.5550094	4	3	countdown
215.6044664	0.9630183	4	3	go_cue
233.2497466	17.5549447	2	2	countdown
250.8046913	0.9636033	2	2	go_cue
268.4508749	17.5553343	3	4	countdown
286.0062092	0.9794055	3	4	go_cue
305.6695692	17.5541331	3	2	countdown
323.2237023	0.9626543	3	2	go_cue
340.8703809	17.5537668	4	3	countdown
358.4241477	0.9630758	4	3	go_cue
378.0695629	17.5551833	2	4	countdown
395.6247462	0.9630608	2	4	go_cue
414.2718682	17.5532977	1	2	countdown
431.8251659	0.9799469	1	2	go_cue
