onset	duration	condition_code	target_code	trial_type
20.0471556	17.5706085	2	4	countdown
37.6177641	0.9634787	2	4	go_cue
54.7642549	17.5721071	3	3	countdown
72.336362	0.9789655	3	3	go_cue
92.0144933	17.5555815	1	1	countdown
109.5700748	0.9626861	1	1	go_cue
128.2157779	17.5554587	4	4	countdown
145.7712366	0.9789386	4	4	go_cue
164.4341229	17.5537046	3	2	countdown
181.9878275	0.9631075	3	2	go_cue
201.6503554	17.5391173	2	3	countdown
219.1894727	0.9622807	2	3	go_cue
236.8683069	17.5715558	4	4	countdown
254.4398627	0.9625193	4	4	go_cue
274.0853421	17.5719708	1	4	countdown
291.6573129	0.9623531	1	4	go_cue
308.8032981	17.5713873	4	4	countdown
326.3746854	0.9801581	4	4	go_cue
344.053537	17.5382038	2	1	countdown
361.5917408	0.980159	2	1	go_cue
380.7387806	17.5371184	1	4	countdown
398.275899	0.9799868	1	4	go_cue
416.422415	17.5715255	3	1	countdown
433.9939405	0.9792593	3	1	go_cue
