onset	duration	condition_code	target_code	trial_type
20.0639973	17.5549413	3	1	countdown
37.6189386	0.9795094	3	1	go_cue
56.2977933	17.5547379	2	3	countdown
73.8525312	0.9634094	2	3	go_cue
90.9828402	17.538205	1	3	countdown
108.5210452	0.9790737	1	3	go_cue
125.6664886	17.5712405	4	1	countdown
143.2377291	0.9798512	4	1	go_cue
162.8849345	17.5705872	3	4	countdown
180.4555217	0.9794015	3	4	go_cue
200.1343388	17.5546252	2	4	countdown
217.688964	0.9633608	2	4	go_cue
234.85229	17.5382169	4	4	countdown
252.3905069	0.9627634	4	4	go_cue
270.0525084	17.5545985	1	2	countdown
287.6071069	0.9634311	1	2	go_cue
306.7378685	17.5538342	1	1	countdown
324.2917027	0.9631998	1	1	go_cue
342.4219144	17.5538688	2	3	countdown
359.9757832	0.9800428	2	3	go_cue
377.138802	17.5548478	4	4	countdown
394.6936498	0.9629713	4	4	go_cue
414.3406525	17.553755	3	4	countdown
431.8944075	0.979691	3	4	go_cue
