onset	duration	condition_code	target_code	trial_type
20.0637939	17.5714359	2	1	countdown
37.6352298	0.9801451	2	1	go_cue
56.7816549	17.5549209	4	4	countdown
74.3365758	0.979338	4	4	go_cue
93.0000168	17.5374579	3	2	countdown
110.5374747	0.9793791	3	2	go_cue
130.2161775	17.5547387	1	4	countdown
147.7709162	0.9633209	1	4	go_cue
165.9173725	17.5558497	3	3	countdown
183.4732222	0.9619149	3	3	go_cue
201.134427	17.5546667	2	3	countdown
218.6890937	0.9637172	2	3	go_cue
237.3523558	17.5548012	4	3	countdown
254.907157	0.9628697	4	3	go_cue
272.5693877	17.5380036	1	3	countdown
290.1073913	0.9636364	1	3	go_cue
308.2539594	17.5548773	3	4	countdown
325.8088367	0.9627672	3	4	go_cue
344.4559313	17.5538	4	2	countdown
362.0097313	0.9627586	4	2	go_cue
380.6718417	17.5549537	2	3	countdown
398.2267954	0.9633057	2	3	go_cue
416.3738454	17.553556	1	4	countdown
433.9274014	0.9630401	1	4	go_cue
