onset	duration	condition_code	target_code	trial_type
20.0475844	17.5705042	2	3	countdown
37.6180886	0.979886	2	3	go_cue
56.7811566	17.5551356	3	4	countdown
74.3362922	0.9793796	3	4	go_cue
94.0149076	17.5546582	1	3	countdown
111.5695658	0.9635817	1	3	go_cue
128.7161862	17.554576	4	3	countdown
146.2707622	0.9632754	4	3	go_cue
165.9166168	17.5380228	1	2	countdown
183.4546396	0.980169	1	2	go_cue
202.6178239	17.554434	3	1	countdown
220.1722579	0.9633434	3	1	go_cue
238.8515209	17.5716103	2	1	countdown
256.4231312	0.9629344	2	1	go_cue
275.569516	17.5721813	4	3	countdown
293.1416973	0.9616793	4	3	go_cue
311.7865698	17.5716804	2	2	countdown
329.3582502	0.9796572	2	2	go_cue
347.0217878	17.5535221	1	3	countdown
364.5753099	0.9802359	1	3	go_cue
383.2553049	17.538138	4	1	countdown
400.7934429	0.9628231	4	1	go_cue
419.4403119	17.554195	3	4	countdown
436.9945069	0.9793389	3	4	go_cue
