onset	duration	condition_code	target_code	trial_type
20.061726	17.26505	4	3	countdown
37.326776	0.9774096	4	3	go_cue
57.045512	17.264083	1	1	countdown
74.309595	0.978704	1	1	go_cue
93.489447	17.263327	2	3	countdown
110.752774	0.9589212	2	3	go_cue
129.932339	17.264039	3	2	countdown
147.196378	0.9787661	3	2	go_cue
164.892683	17.264012	3	3	countdown
182.156695	0.9780776	3	3	go_cue
199.852658	17.283452	4	3	countdown
217.13611	0.9585042	4	3	go_cue
236.836087	17.263955	2	4	countdown
254.100042	0.9787996	2	4	go_cue
271.275459	17.263032	1	3	countdown
288.538491	0.9590617	1	3	go_cue
305.69387	17.263451	1	2	countdown
322.957321	0.9588383	1	2	go_cue
340.132199	17.283817	3	2	countdown
357.416016	0.9787849	3	2	go_cue
377.117146	17.283978	4	2	countdown
394.401124	0.978137	4	2	go_cue
413.118326	17.264067	2	2	countdown
430.382393	0.9588314	2	2	go_cue
