onset	duration	condition_code	target_code	trial_type
20.0597285	17.5642141	4	2	countdown
37.6239426	0.9740293	4	2	go_cue
56.299818	17.5634885	3	3	countdown
73.8633065	0.9747983	3	3	go_cue
93.5569683	17.5658362	1	1	countdown
111.1228045	0.9752496	1	1	go_cue
128.7994213	17.5632365	2	1	countdown
146.3626578	0.975126	2	1	go_cue
164.5371846	17.56588	3	3	countdown
182.1030646	0.9748635	3	3	go_cue
200.7796043	17.5435796	4	1	countdown
218.3231839	0.9747354	4	1	go_cue
238.0168928	17.5657821	1	1	countdown
255.5826749	0.9752511	1	1	go_cue
274.2592041	17.5631576	2	2	countdown
291.8223617	0.9754852	2	2	go_cue
309.9970331	17.5460806	4	3	countdown
327.5431137	0.9746639	4	3	go_cue
346.2195753	17.5635337	3	2	countdown
363.783109	0.9747023	3	2	go_cue
381.4769193	17.5654667	1	3	countdown
399.042386	0.9753967	1	3	go_cue
417.199065	17.5634271	2	3	countdown
434.7624921	0.9751959	2	3	go_cue
