onset	duration	condition_code	target_code	trial_type
20.0479091	17.5545771	3	3	countdown
37.6024862	0.9620763	3	3	go_cue
57.2472524	17.5545791	2	1	countdown
74.8018315	0.9632983	2	1	go_cue
94.432483	17.5533366	1	4	countdown
111.9858196	0.9803985	1	4	go_cue
130.665984	17.5547097	4	2	countdown
148.2206937	0.9630207	4	2	go_cue
166.8675613	17.5536934	3	4	countdown
184.4212547	0.9631763	3	4	go_cue
204.0683393	17.5537176	4	2	countdown
221.6220569	0.9632056	4	2	go_cue
239.2843392	17.5546055	2	4	countdown
256.8389447	0.9636653	2	4	go_cue
276.4862738	17.5541137	1	3	countdown
294.0403875	0.9629576	1	3	go_cue
312.7030255	17.5716624	3	2	countdown
330.2746879	0.9626992	3	2	go_cue
349.9048747	17.5535815	4	2	countdown
367.4584562	0.9628494	4	2	go_cue
385.120742	17.5718107	2	3	countdown
402.6925527	0.9626442	2	3	go_cue
421.322546	17.5705922	1	1	countdown
438.8931382	0.9625698	1	1	go_cue
