onset	duration	condition_code	target_code	trial_type
20.0773149	17.5661203	2	2	countdown
37.6434352	0.9753457	2	2	go_cue
57.3376626	17.566524	3	4	countdown
74.9041866	0.9744887	3	4	go_cue
92.5803741	17.5636968	4	3	countdown
110.1440709	0.9746706	4	3	go_cue
128.8372049	17.5663159	1	2	countdown
146.4035208	0.975109	1	2	go_cue
166.0800198	17.5633679	2	2	countdown
183.6433877	0.9752505	2	2	go_cue
203.3377232	17.5663098	3	4	countdown
220.904033	0.9746019	3	4	go_cue
239.5971173	17.5661583	1	4	countdown
257.1632756	0.9753093	1	4	go_cue
275.8575419	17.5263691	4	2	countdown
293.383911	0.9745572	4	2	go_cue
313.0601707	17.5636941	4	4	countdown
330.6238648	0.974715	4	4	go_cue
349.3000514	17.5437905	3	1	countdown
366.8438419	0.9746311	3	1	go_cue
385.5370898	17.5666509	1	2	countdown
403.1037407	0.9747511	1	2	go_cue
420.7796869	17.5637009	2	3	countdown
438.3433878	0.9747632	2	3	go_cue
