onset	duration	condition_code	target_code	trial_type
20.0625374	17.5553771	2	2	countdown
37.6179145	0.9629474	2	2	go_cue
57.2812267	17.5538332	1	1	countdown
74.8350599	0.9635713	1	1	go_cue
91.9644849	17.5553707	3	4	countdown
109.5198556	0.9792679	3	4	go_cue
129.1663855	17.5376495	4	1	countdown
146.704035	0.9793672	4	1	go_cue
164.3824225	17.5384284	1	4	countdown
181.9208509	0.9799107	1	4	go_cue
200.0509285	17.5541562	2	2	countdown
217.6050847	0.979836	2	2	go_cue
237.267892	17.5552544	4	1	countdown
254.8231464	0.9790854	4	1	go_cue
274.4696285	17.5711091	3	4	countdown
292.0407376	0.9792752	3	4	go_cue
310.7023887	17.5551233	2	2	countdown
328.257512	0.9633318	2	2	go_cue
345.3868487	17.555789	3	3	countdown
362.9426377	0.9789045	3	3	go_cue
381.5888945	17.5540661	4	4	countdown
399.1429606	0.9795976	4	4	go_cue
418.8215172	17.5554228	1	3	countdown
436.37694	0.9630678	1	3	go_cue
