onset	duration	condition_code	target_code	trial_type
20.0631155	17.5552204	1	3	countdown
37.6183359	0.979575	1	3	go_cue
55.7809564	17.5549098	4	2	countdown
73.3358662	0.9796884	4	2	go_cue
91.9979586	17.5553682	2	1	countdown
109.5533268	0.9631899	2	1	go_cue
126.6992502	17.5554028	3	3	countdown
144.254653	0.9625479	3	3	go_cue
163.8998651	17.5550391	1	2	countdown
181.4549042	0.9630155	1	2	go_cue
198.5842496	17.5554381	3	3	countdown
216.1396877	0.9788931	3	3	go_cue
235.8180038	17.5551386	2	4	countdown
253.3731424	0.9630825	2	4	go_cue
272.0526887	17.5720503	4	2	countdown
289.624739	0.9622121	4	2	go_cue
309.2696991	17.5717805	2	3	countdown
326.8414796	0.9798787	2	3	go_cue
344.0043414	17.5385206	4	4	countdown
361.542862	0.9789686	4	4	go_cue
379.2044568	17.5721894	1	4	countdown
396.7766462	0.9794818	1	4	go_cue
415.4393102	17.5550605	3	4	countdown
432.9943707	0.9624834	3	4	go_cue
