onset	duration	condition_code	target_code	trial_type
20.063761	17.672931	1	2	countdown
37.736692	0.9786417	1	2	go_cue
57.715337	17.656484	4	1	countdown
75.371821	0.9612557	4	1	go_cue
94.317161	17.655331	3	2	countdown
111.972492	0.9612506	3	2	go_cue
130.932915	17.656206	2	3	countdown
148.589121	0.9621196	2	3	go_cue
166.534781	17.655307	1	3	countdown
184.190088	0.9630209	1	3	go_cue
201.602437	17.638399	2	1	countdown
219.240836	0.9791299	2	1	go_cue
238.219335	17.656779	4	4	countdown
255.876114	0.9608561	4	4	go_cue
273.821054	17.638804	3	3	countdown
291.459858	0.9779415	3	3	go_cue
310.437045	17.639778	1	4	countdown
328.076823	0.9782991	1	4	go_cue
346.038373	17.656622	3	1	countdown
363.694995	0.9611405	3	1	go_cue
382.672058	17.672818	2	2	countdown
400.344876	0.961892	2	2	go_cue
420.323164	17.656823	4	4	countdown
437.979987	0.9782864	4	4	go_cue
