onset	duration	condition_code	target_code	trial_type
20.047834	17.655989	4	3	countdown
37.703823	0.9608163	4	3	go_cue
55.647224	17.67261	2	4	countdown
73.319834	0.9624323	2	4	go_cue
91.249156	17.671701	1	1	countdown
108.920857	0.9619783	1	1	go_cue
126.899201	17.656238	3	3	countdown
144.555439	0.9789513	3	3	go_cue
163.533051	17.656357	1	4	countdown
181.189408	0.9618681	1	4	go_cue
198.617365	17.656299	4	4	countdown
216.273664	0.961678	4	4	go_cue
235.217788	17.639834	2	2	countdown
252.857622	0.9782403	2	2	go_cue
270.819182	17.656285	3	1	countdown
288.475467	0.9780686	3	1	go_cue
306.437663	17.639446	4	2	countdown
324.077109	0.9770975	4	2	go_cue
343.0702	17.673116	1	2	countdown
360.743316	0.961931	1	2	go_cue
380.672169	17.638488	2	3	countdown
398.310657	0.961961	2	3	go_cue
417.27255	17.655916	3	4	countdown
434.928466	0.9620135	3	4	go_cue
