onset	duration	condition_code	target_code	trial_type
20.0760462	17.5448622	2	3	countdown
37.6209084	0.9759772	2	3	go_cue
54.7960882	17.544648	4	2	countdown
72.3407362	0.9761052	4	2	go_cue
90.0171484	17.564646	3	2	countdown
107.5817944	0.9751413	3	2	go_cue
127.2758946	17.564626	1	4	countdown
144.8405206	0.9762528	1	4	go_cue
163.9967258	17.5636703	2	3	countdown
181.5603961	0.9766493	2	3	go_cue
198.7361015	17.56432	3	4	countdown
216.3004215	0.9765652	3	4	go_cue
235.996088	17.5644243	1	4	countdown
253.5605123	0.9764294	1	4	go_cue
272.2563233	17.5644971	4	1	countdown
289.8208204	0.9763518	4	1	go_cue
307.516153	17.5644622	1	4	countdown
325.0806152	0.9761235	1	4	go_cue
344.7568288	17.5638939	2	3	countdown
362.3207227	0.9763496	2	3	go_cue
381.4960492	17.5648303	4	1	countdown
399.0608795	0.9758762	4	1	go_cue
417.7371582	17.5638239	3	4	countdown
435.3009821	0.9760293	3	4	go_cue
