onset	duration	condition_code	target_code	trial_type
20.0757947	17.5649628	3	2	countdown
37.6407575	0.976075	3	2	go_cue
55.3365824	17.5437064	2	4	countdown
72.8802888	0.9765826	2	4	go_cue
91.5762309	17.5446944	4	1	countdown
109.1209253	0.9760039	4	1	go_cue
126.8159296	17.5646645	1	4	countdown
144.3805941	0.9763997	1	4	go_cue
162.5561267	17.5646788	4	3	countdown
180.1208055	0.976278	4	3	go_cue
198.7969882	17.5440945	3	4	countdown
216.3410827	0.976472	3	4	go_cue
235.0360421	17.5447781	2	1	countdown
252.5808202	0.9761403	2	1	go_cue
269.7370558	17.5638997	1	2	countdown
287.3009555	0.9761298	1	2	go_cue
304.4569675	17.5634187	2	4	countdown
322.0203862	0.9764991	2	4	go_cue
340.6968586	17.5638183	1	1	countdown
358.2606769	0.9768017	1	1	go_cue
377.4363447	17.5645795	3	3	countdown
395.0009242	0.9761016	3	3	go_cue
414.677167	17.563537	4	4	countdown
432.240704	0.9762294	4	4	go_cue
