onset	duration	condition_code	target_code	trial_type
20.0756847	17.5444952	2	2	countdown
37.6201799	0.9766784	2	2	go_cue
56.7766848	17.5645178	1	1	countdown
74.3412026	0.9760951	1	1	go_cue
92.5167466	17.5639906	4	4	countdown
110.0807372	0.9762088	4	4	go_cue
127.7571389	17.5635615	3	1	countdown
145.3207004	0.976002401	3	1	go_cue
164.0157368	17.5646042	1	2	countdown
181.580341	0.9771683	1	2	go_cue
200.7562646	17.5442559	3	4	countdown
218.3005205	0.9769191	3	4	go_cue
237.9767644	17.5440641	4	3	countdown
255.5208285	0.9760813	4	3	go_cue
275.2159533	17.5645336	2	4	countdown
292.7804869	0.977076801	2	4	go_cue
311.9562269	17.564645	3	4	countdown
329.5208719	0.9760471	3	4	go_cue
348.1971889	17.5642299	4	3	countdown
365.7614188	0.9755385	4	3	go_cue
383.4560845	17.5444861	2	2	countdown
401.0005706	0.9766313	2	2	go_cue
419.6769821	17.5633726	1	1	countdown
437.2403547	0.9767132	1	1	go_cue
