onset	duration	condition_code	target_code	trial_type
20.0631955	17.5551946	2	4	countdown
37.6183901	0.9629184	2	4	go_cue
56.2811615	17.5548265	3	2	countdown
73.835988	0.9630336	3	2	go_cue
93.4664023	17.5543149	4	3	countdown
111.0207172	0.9624142	4	3	go_cue
130.6824317	17.5549518	1	2	countdown
148.2373835	0.9631181	1	2	go_cue
166.8837168	17.5548314	4	3	countdown
184.4385482	0.963055	4	3	go_cue
203.0854439	17.5537679	3	2	countdown
220.6392118	0.963014	3	2	go_cue
239.3016012	17.5395232	1	2	countdown
256.8411244	0.9619477	1	2	go_cue
276.4701035	17.5536838	2	2	countdown
294.0237873	0.9800756	2	2	go_cue
312.6876773	17.5535492	1	1	countdown
330.2412265	0.9636952	1	1	go_cue
349.8886	17.5536286	2	3	countdown
367.4422286	0.9797696	2	3	go_cue
385.6054294	17.5546412	3	1	countdown
403.1600706	0.9629379	3	1	go_cue
421.8071783	17.5537309	4	3	countdown
439.3609092	0.9629584	4	3	go_cue
