onset	duration	condition_code	target_code	trial_type
20.0754947	17.564315	4	1	countdown
37.6398097	0.9766641	4	1	go_cue
56.3163982	17.5635741	3	2	countdown
73.8799723	0.9767273	3	2	go_cue
91.5750546	17.5452556	1	3	countdown
109.1203102	0.9759912	1	3	go_cue
127.7959816	17.5437339	2	4	countdown
145.3397155	0.9768942	2	4	go_cue
163.0159192	17.5633005	1	2	countdown
180.5792197	0.9771817	1	2	go_cue
198.2560686	17.5641797	2	4	countdown
215.8202483	0.976032	2	4	go_cue
233.5157607	17.563906	4	2	countdown
251.0796667	0.9766942	4	2	go_cue
268.7565322	17.5631801	3	1	countdown
286.3197123	0.976624	3	1	go_cue
304.9963681	17.5432497	4	3	countdown
322.5396178	0.9762865	4	3	go_cue
340.2353251	17.5448758	2	3	countdown
357.7802009	0.976002	2	3	go_cue
376.9554932	17.5242664	3	2	countdown
394.4797596	0.9764719	3	2	go_cue
412.1754232	17.5641663	1	1	countdown
429.7395895	0.9769457	1	1	go_cue
