onset	duration	condition_code	target_code	trial_type
20.0767563	17.5641677	4	4	countdown
37.640924	0.9761501	4	4	go_cue
57.3358999	17.5440125	1	1	countdown
74.8799124	0.97685	1	1	go_cue
94.0372644	17.563299	2	2	countdown
111.6005634	0.9761305	2	2	go_cue
130.7761415	17.5646723	3	1	countdown
148.3408138	0.9760849	3	1	go_cue
168.0174495	17.5438223	3	2	countdown
185.5612718	0.9756807	3	2	go_cue
204.2372535	17.5639556	4	4	countdown
221.8012091	0.9757423	4	4	go_cue
240.4961405	17.5645664	1	1	countdown
258.0607069	0.9769076	1	1	go_cue
276.2168638	17.5436858	2	3	countdown
293.7605496	0.9764983	2	3	go_cue
311.9169765	17.5635289	1	4	countdown
329.4805054	0.9765813	1	4	go_cue
348.6564747	17.5649183	3	4	countdown
366.221393	0.9756001	3	4	go_cue
383.897375	17.5236162	4	3	countdown
401.4209912	0.9760472	4	3	go_cue
421.1156875	17.5447926	2	3	countdown
438.6604801	0.9765015	2	3	go_cue
